name,image,rank,url
Saktiandi Supaat,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBw8PEhAQDw8VFRUQFRUVEBUPDxAPDxUVFRUWFhURFRUYHSggGBolHRUVITEhJSkrLi8uFx8zODMtNygtLisBCgoKDg0OGhAQFy0dHyUtKzAtLSstLS0tKy0tLS8tLSsrLS0tLSstLS0tLS0tLS0tLS0tLS0tLS0tLSstKystLf/AABEIAP0AxwMBIgACEQEDEQH/xAAcAAACAgMBAQAAAAAAAAAAAAAAAQIDBAUGBwj/xAA7EAACAQIDBQUFBgYCAwAAAAAAAQIDEQQhMQUSQVFhBiJxgZEHEzKhsSNCwdHh8BRSYnKCkhXxQ6Ky/8QAGQEBAQEBAQEAAAAAAAAAAAAAAAECBAMF/8QAIxEBAQACAgICAgMBAAAAAAAAAAECEQMhEjEEQSJRExRhof/aAAwDAQACEQMRAD8A9OGAG2QAwAAAAAANft3bNDA0pV8RK0VkklecpPSMVxf/AGwNgaHbvbDAYJuNaut9f+OmnUqeDS+H/Jo8n7S+0bGYtyhSm6FJ5KFBr3rX9dXXyjbxZydGnSfxJ+v1JtdPUsd7YaSdsPg5S61qypL0jGX1NdP2r4qWlKjDxjWq/NNHBulSSyuvDNfUhuw4O3gybXTvl7Usas1TozXFwc15Wenib7YvtWw1RqOKpyovTej34X68V45njsqed08+DWV+fmKcd6Lf3o69VwaGzT6a2ZtbD4qO9h60ai47srteK1RmnzJsba9bB1adejNpxeeeUl/K1xTzPecF2xwc6FKtOrGLqRu4Ocd5NZSWfXTndFlTTogNfs3bWGxKvRqxlnZrSSdr2afQ2BUAAAAIYAAhgAgGBAAAFAADAQwADA23talg6M69Z5RWSVt6UuEY34s+f+1XaLEbRrudWWUbqnThK1OEeSvq3xfH5G09ovaWW0MTKFKX2NJuFN8JWylNeLv5JeBzVGMKabbTfjvfJaGbVkTw9CD+Oi0ud5r56FlShD7kk1/fn80jIweDrV/gi0vNX/M6DBdlNHUa0ztc88uTHF7Y8WWXqOPlTfLTpZ+a4lcqcuXgejQ7O0rZp2XC/wBC1dn6XGLseX9iPb+rk8zjLLNdScKivG6zWuWq0O/xPZik/hXqanF9lmr7n7/djU58axl8fKOVpUu4n/LJR65y/Uy69SMVSUUr572V/Cy9fQyZbJqQi1bVp+il+fyMOzg91xz/AKlzf0PSZS+nlcLPbbbL2rLDS342vlvRdt1pO6vu6Nap3unmey9j+01LH08napBfaRvm1wmufC/J+R4NKClpup9Hdeav9DJ2Ltmrga9OvBZ05LeS7u9H71OXNNea1NysWPpEDF2XtCniqVOvRleFWKlHn1i+TTumuaMo0yAAAAQwAQDABDEMIAAAoOA9qfbB4On/AAtJXqV4tSknbci1ov6mvRO/I788B7f4l4nH4hRblGlJxjk7Jqyl5Jpq75EpHIuU3rpwS/Gx0HZvY7ryUpq0Vnpr+hi7MwPvqijk7a7sbI9F2dhY01uxWnI5ubk8ZqOvg4vK7q3C4aMEklobCnRI4aGZtsPSXI5Nbd/UYEaQ3SNh7oi6RNHk1zo9CipRsbVU0V16S4DS7c/icJGazRzO19lKW80s+NjtKtJmsxdFO/U1jlcaxlhMo8xr0ZRbSlnyd16C981lJeuZsdvUbSl0Zr6He7r1Waed7fivod+N3HzM8dXT1L2N7UkvfYSTbi7VKV+D0nFeKSfkz1A8L9nuKjRxdHOyk91Xy3W9Yvo/x6nup6R50gGIqABiAAAYCAAAAAYFWJdoTadrRefLLU+bpRleSk2k227pp+HifSWI+Cf9r+h877TnerUvm5Sy0iteSyS8DOS4tt2XoxTbSOuoxtnzNNsLCe7gm9Xn+hm1toRj3b8ba8T5+f5ZdPq8c8MJtuKLzuZ1Kq+RqsFjqNlvSt45G9ws6Ul3JJ+DHhV88UFU5hKZkunFlXuUTVa3GJKbITqMy5Ris215tIwcRj8PHJ1Y38UPC0uUiuSMPE0SvGbTjHOLv8vmRw2NhVtZ+PQlxs9pMpfTme0eDzU7cLM5LEU7Susrft/ieo7QwkakZRfE872pQdOclJcbM6OHL6cvyMPtkbFp3qUnH4m4tX+G6eSb5aH0TF6Hzx2XpqWJwseDqJJq7ab4W5ZH0QjqjioAYFQgACgAAIEAAVAMACg8I7QbOcdp1KWv2l8luxjDVa6RSsrnu55h7QpUZbQwsIRW+oydaXB5Nwj4rX0MZ+m+Obyjlds9qnQk6VKipNS3M6sVK+WlNXklmrN2uUwo113604U283GnHeavznJ29Eb3GbNjVdGVlenVjPRb1kpZX5Xt6IwNuYapO26kurv62sckskmpp9G4W2+V2rp4SnUV3iKj/wAabX/wTo4WpTzw+I04Sgs/KLiS/wCDr+6i6VSLlaW8pylGGcWk7R4pu6FDAVIwza37rSo5QSUUnm87t3fma3de2fHvXi2WG7brDNU8anB6xkt6pCa6NK6a5NepbifaJs/7leXlRqfijBnhbVKE2lLdjV+JX+JR063WvibnbWzIxw84wim6lNxacd7OUeRi+PW43rLvVaWvjcRikpSl7qE84xa36269JSfwxfSz11KaezaOe/Wk3x7yT81FIyMZhZzSUXZ2WulrfN9CrF7AdWNNQkoONt+8PeKdpKSvf4dNE9DUv+6Zyx63JtRiNn0fhhiKkXw7ys/9o2NbtSeOwChWjUjUhe15U0pRb03t1q6fM31Xswt26qbucm91KKzd7Wvay4GVPY0p0HSbTvu2uo3yknfLwHl3r2zcLrfqnsHac8RByqRStKycY1Yxkt2L3kpxT4teRou2dBOUJLdTd13nuptaZvL5nY16bT0S8Ls5ftpQcoUvF/NGOO/n6a5cb/H722/sg2HvVauKqRt7nuQTaa33dSduh60ef+zSu6N8K42vFSk+crN39EegnbhlMp04OXjywy1SAYGnmQDEAhgMCAwAqAYhhSZ5P2qw7/5Te/pfzTa+p6wcd2x2farTrrRrdfilx8reh5cs/F7/AB7PLVajCw6EsRhb6cS3DcDaxwKmrp2a46/I452+leu2jWzna25/7NA9mxSu4/U3M6c4/wAvzRhV51J91NJcWs35DSsGGH35J2yhkur19EbTE09+Nnxy8+ZVTW7aNraWNjiqTSV0SzaxpsNRS7slmsnflwfp9C6Wz4vS68HYJ05Td1k1o1qTo1Z6Say6MJpCOBjHN5+N2ZNKGS9cy2NFy1krdEZbwySzfqWRK1OIV7mo2hgnVlQSecZ36G7xMTDxF0k1qpL8hKzrdkW9l4P+Ok+Stl/ZI785zspg43rV7fFJxj4K13++p0h18M1i4vmZzLk6+pIQDA9XIQAAAAAFRAQyoYAAUGp7TUlLDzf8rTXrb6Nm3MDbOElWpShF55PPR24GcvVawuso4ei7WNrh8Q7GspwyMimnbxPn7fZizFVrvdT1+SFGlu5x4cGY+Hg1Oblwy6Wt+oR2hQ3t1VotrgpJvwaLjPtm36Wfxlab79LdUdHFqTduasjMe1Y2bbv0cXceGxdPmRnUpt3/AAN2El/SiniqmTppJPXeTTtyy0Jypttt8VYnOtSXH5GFj9s0KCTqtwUvhcoSz+RNM22JUq7pSUZaP4enQ2LxLsabGVVUpxqQs95x3GuN2szOUGlZnnempdztGoyuldp2/fUunTsjYdn9nxqKUpt2TWSyvzv8jWGNyuoxyZzGbrfbJwqpUoQ5K78Xm/qZgojPoSamnysrbd0AABCAYBCAAAiAAUNDEMAEyQmBxe1cP7qvNfdm96Pn+tyi9n+9Dp9u7P8AfQvH44Zx684nJxqX14HDzYeNfU+PyeWP+xk1ad/8kc7X7MwpVo4nDvdkr70XnCV9bo30JqSWenIlGonkzGOWnvZL7ivBVU2t6nTdrX+68lz4GX76kr/Yx8N+UkW0acdd0jOWdrHr5JrH9f8AWHiN/daUoLJxtCNnZ9dbmsexI16iq4hyqSgnue8fdV7XtFZcPE6SFmtDFm9fmYyzJMf0op4VLcirWTTS8C/euyEZWTnLwRTGp1PK3dVdWqXyOk2DS3aMf6ry/BfJI5VXk7I7nD092MYr7qS9EdPx53a4flZdSLUMSGdTjAhgAgGIIBDACAxDRQwBDAAYABFnG9o8H7uq5R0qd5ePFfvmdkzmO2VSyo9ZSXnu3t8n6HnyzeL24LZnHPRquLy04oy6DTf79DBkx03Z5HD0+nuuiwzVs3mV1Ki/epr6OMTspZNZX/MtlNczVpGdB5GHNXdr5L4vyKni1FWTv1K5tvXTlz8TNTfYxFbe00WhGKItXJrIxtdLIYmFGUJzfdjKLl4XR3VKaklKLumrprkeQdqsValKEbudTuwitW28kutz1LYOFnRw9ClUd5wpxU3/AFWW98zr+Neq4vlzVjYgAHS5AAAEAAACAAAiAiRQDEMAACMpAEjnO2mFlPCznBXlRcaqXNRffX+u8b67epNR58RcdzTWOXjlK81w27UipR4+pJ0mi7b+yngKqlSX2NV91fyS/k8OXnyMrCyjVjdeZ8zLG43VfXmUynlGqldfEr/UnB03q5L/ACZsKmH5FcsN0+RNqhQUF8Kv45syFFvUVOjbgSlUS1IHumLjMRGCfQdbEGrrxlVe7FauyS4t6IaWRldidkPGYt4qovs8M+5fSVV6f6p38Wj06SMPYezo4WhTpJaK8usnnJ+pms+jx4eOOnyubk889oxmnx/MkYlaOafPyMmLVjbySAEwCAAAAEMQERiE2USuJyBRb42+bJpKP5lVW7+H1/QlNd0jHmW2AopRyRMlGNhFGPtLAwxFOVKospLzT4NdUeewoVMNUlSm7Sj5RmuEkejVq27ktePT9TX7R2PDFqDm5KUL7so2bs+Ek9UeHNxec69ujg5v47q+nLSq3Wf5P1CGKS1fqZmM2NXoJvKpBauCzXjHX0uaqag+HozhywuN1XfjnjlNxfiMekrJmuliXJ5CnRh19TZ7B2Q8RPuq0Ivvy1t0XUuONyuo1cpjN1jYTAVazShFtvl9XyOv2LsCOHtUq2lNfCk7qP5s3ODwkKUd2Ed1dNX1b4slickdmHDMe6+fy/Iyz6nUO981oxIwqFVxeej1/MzEe0c1imtHNIssNxzuMCtPp6ZFmf6ojUjxJU5WAEA5c7fgRT8/k/TiAwEmBERsuP5Dir8LIe5zJs0qDdiEmSaIyAlFZE46BGI0AmQnLdV+PD8y61zGlBzl0WSAwalJp73Nmzw0G0i+NFWs0Rpx3cnpwIt7VSpyXA5PtPsJpSr0IpKKcqkFfhrKPlqjtnBFU4PxRMsZnNVrDO4XceNxxV2epdmIx/haDUUrxu8tXd3bOCx/ZWtHGqjRj9nVvOErd2EPvKX9t7dbrmel4HDqlTp0o3tTiopvV2Vrs8OLC427dPyeTHLGaZJj10XXsRaue7ka+VG7MuKyXoW+7Q93IpVMgHJAkEOxU8jIRVVQDgyFSFsxwLWroKx7MZZFAECBoYFEGQSuyyQqaAsQhkQJRZZFlaGgLLilmRuFwHGfAHLkQmKjJt21AtcQeQ7kpIyKUidgQFARY2yLATIjYgJRY5q6IosQFNMuiiuSs7lsQIWzAlNABGSENO7YpFFc2TgiMVdltgIsiNiAaGhIaAbItkmQAiyzDrUkojpLXxAsUQmSiRmQVxBghMBMTGyJQICVgsQRJRFYaQE5RuiNMnATVn4gOaAnYYGPDVkJu+Q4Z3LIwsUKEQkyZWwI2CxKwAIBMACQoDY4gWIlSWT8SuLLabyIJkZEiMgKkIYihMEDBAMdgQ0QKw7Ekh2CoonON0FiUSApO6AUVZsAMeirK/Me9mR5BS1ZpFrQrEmIgi0JkmRZRBgMGAAgGgBsvpaIx5IupfCvAgtISBSEwKmJsbIooaGAwBEkRRNEU0NISJIgkgBCkAPUAfAAj//Z",1015,https://www.instagram.com/saktiandisupaat/
Raeesah Khan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Raeesah_Khan_2_%28cropped%29.jpg/800px-Raeesah_Khan_2_%28cropped%29.jpg,985,https://www.instagram.com/raeesahfaridkhan/?hl=en
Muhamad Faisal Bin Abdul Manap,https://www.wp.sg/wp-content/uploads/2015/08/wpmp_profile2_faisal.jpg,968,https://en.wikipedia.org/wiki/Muhamad_Faisal_Manap
Josephine Teo,https://www.parliament.gov.sg/images/default-source/default-album/photo-for-parl-website909628dbcb5f64e2b198ff00006af031.jpg?sfvrsn=bfc94c08_0,984,https://www.linkedin.com/in/josephine-teo-104054184/?originalSubdomain=sg
Ng Ling Ling,https://upload.wikimedia.org/wikipedia/commons/b/b0/Ng_Ling_Ling.jpg,1017,https://en.wikipedia.org/wiki/Ng_Ling_Ling
Rachel Ong,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Rachel_Ong.jpg/220px-Rachel_Ong.jpg,968,https://en.wikipedia.org/wiki/Rachel_Ong
Nadia Ahmad Samdin,https://upload.wikimedia.org/wikipedia/commons/b/b0/Nadia_Samdin.jpg,985,https://www.lawguidesingapore.com/directory/lawyer/nadia-ahmad-samdin/
Denise Phua Lay Peng,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Denise_Phua.jpg/220px-Denise_Phua.jpg,1025,https://en.wikipedia.org/wiki/Denise_Phua
Mohd Fahmi Bin Aliman,https://s3-ap-southeast-1.amazonaws.com/pap-dr-wp/2020/06/Mohd-Fahmi-Bin-Aliman-1.jpg,986,https://www.instagram.com/fahmialimansg/
Sharael Taha,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Sharael_Taha.jpg/220px-Sharael_Taha.jpg,1019,https://en.wikipedia.org/wiki/Mohamed_Sharael_Taha
Jessica Tan Soon Neo,https://3er1viui9wo30pkxh1v2nh4w-wpengine.netdna-ssl.com/wp-content/uploads/2015/03/jessica_tan.jpg,953,https://www.linkedin.com/in/jessica-sn-tan/?originalSubdomain=sg
Sun Xueling,https://www.msf.gov.sg/about-MSF/our-people/PublishingImages/Minister-of-State-Social-Family-Development-Ms-Sun-Xueling.jpg,1014,https://www.instagram.com/sun.xueling/?hl=en
Ng Eng Hen,https://upload.wikimedia.org/wikipedia/commons/d/d6/NgEngHen2017.jpg,1015,https://en.wikipedia.org/wiki/Ng_Eng_Hen
Leon Perera,https://theindependent.sg/wp-content/uploads/2016/01/leon.jpg,990,https://en.wikipedia.org/wiki/Leon_Perera
Rahayu Mahzam,https://upload.wikimedia.org/wikipedia/commons/d/da/Rahayu_Mahzam.jpg,1028,https://www.linkedin.com/in/rahayumahzam/?originalSubdomain=sg
Tan Kiat How,https://upload.wikimedia.org/wikipedia/commons/5/5c/Dr-Tan-See-Leng.png,979,https://www.mti.gov.sg/About-Us/People-at-MTI/Dr-Tan-See-Leng
Murali Pillai,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Murali_Pillai_%28cropped%29.png/220px-Murali_Pillai_%28cropped%29.png,1035,https://en.wikipedia.org/wiki/Murali_Pillai
Carrie Tan,https://upload.wikimedia.org/wikipedia/commons/7/7d/Carrie_Tan_%28cropped%29.jpg,1006,https://mothership.sg/2020/07/nee-soon-grc-carrie-tan-interview/
Dennis Tan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Dennis_Tan_Lip_Fong_3_%28cropped%29.jpg/220px-Dennis_Tan_Lip_Fong_3_%28cropped%29.jpg,969,https://en.wikipedia.org/wiki/Dennis_Tan
Tan Wu Meng,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Tan_Wu_Meng.jpg/220px-Tan_Wu_Meng.jpg,986,https://en.wikipedia.org/wiki/Tan_Wu_Meng
Mohamad Maliki Bin Osman,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Johannes_Peterlik_Maliki_Osman_July_2018_%2843440550432%29_%28cropped%29.jpg/1200px-Johannes_Peterlik_Maliki_Osman_July_2018_%2843440550432%29_%28cropped%29.jpg,1012,https://www.instagram.com/maliki_osman/
Masagos Zulkifli Bin Masagos Mohamad,https://www.parliament.gov.sg/images/default-source/default-album/min-mas.jpg?sfvrsn=7ecc4c08_0,974,https://en.wikipedia.org/wiki/Masagos_Zulkifli
Seah Kian Peng,https://sias.org.sg/cgweek2017/images/seah-kian.jpg,1030,https://en.wikipedia.org/wiki/Seah_Kian_Peng
Tharman Shanmugaratnam,https://scontent.fsin5-1.fna.fbcdn.net/v/t1.6435-9/30708028_2053305781365569_4917036129925988352_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=174925&_nc_ohc=XN_Sn7X5POUAX8nwkMv&_nc_ht=scontent.fsin5-1.fna&oh=4d28e6e629b266a7d531e3a421bd9e4d&oe=613E04AE,1000,https://www.straitstimes.com/politics/ge2020-results-tharman-leads-pap-to-thumping-win-in-jurong-grc-with-75-of-the-votes-rdu
Vikram Nair,https://sg.rajahtannasia.com/media/1128/vikram-nair.jpeg,1000,https://sg.rajahtannasia.com/vikram.nair
Zhulkarnain Abdul Rahim,https://upload.wikimedia.org/wikipedia/commons/1/1a/Zhulkarnain_Rahim.jpg,1017,https://www.todayonline.com/singapore/ge2020-paps-new-candidates-chua-chu-kang-grc-come-less-represented-backgrounds-say-their
Alex Yam Ziming,https://upload.wikimedia.org/wikipedia/commons/6/6f/Alex_Yam.jpg,1002,https://www.instagram.com/zayam/2
Melvin Yong,https://s3-ap-southeast-1.amazonaws.com/pap-dr-wp/2020/04/Melvin-Yong-Yik-Chye.jpg,1010,"https://en.wikipedia.org/wiki/Melvin_Yong#:~:text=Melvin%20Yong%20Yik%20Chye%20(simplified,SMC%20since%2010%20July%202020."
Xie Yao Quan,https://upload.wikimedia.org/wikipedia/commons/c/c6/MP_Xie_Yao_Quan_%28cropped%29.jpg,1016,https://www.straitstimes.com/politics/singapore-ge2020-pap-names-xie-yao-quan-to-replace-ivan-lim-in-its-jurong-grc-team
Yeo Wan Ling,https://upload.wikimedia.org/wikipedia/commons/9/95/Yeo_Wan_Ling.jpg,969,https://www.linkedin.com/in/yeo-wan-ling/?originalSubdomain=sg
Yip Hon Weng,https://hypeandstuff.com/wp-content/uploads/2020/06/Yip-Hon-Weng.jpg,974,https://mothership.sg/2020/07/yip-hon-weng/
Low Yen Ling,https://scontent.fsin5-1.fna.fbcdn.net/v/t1.6435-9/142639207_3722919397757758_932979979356778857_n.png?_nc_cat=103&ccb=1-4&_nc_sid=09cbfe&_nc_ohc=zAW4b88hOTIAX_G4xXI&_nc_ht=scontent.fsin5-1.fna&oh=60650f5f413127cdafaeb355e8fdfe71&oe=613CDAFB,969,https://www.instagram.com/lowyenling.sg/
Wan Rizal,https://s3-ap-southeast-1.amazonaws.com/pap-dr-wp/2020/06/Dr-Wan-Rizal-1.jpg,1016,https://www.channelnewsasia.com/singapore/ge2020-pap-new-candidate-wan-rizal-meet-the-people-session-944356
Vivian Balakrishnan,https://s3-ap-southeast-1.amazonaws.com/pap-dr-wp/2020/04/Vivian-Balakrishnan.jpg,1006,https://twitter.com/VivianBala?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
Don Wee,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Don_Wee_dated_120721_%28cropped%29.jpg/220px-Don_Wee_dated_120721_%28cropped%29.jpg,984,https://www.todayonline.com/singapore/ge2020-paps-new-candidates-chua-chu-kang-grc-come-less-represented-backgrounds-say-their
Tan Chuan-Jin,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Tan_Chuan_Jin.jpg/220px-Tan_Chuan_Jin.jpg,1253,https://www.instagram.com/chuanjin1/
